key,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,,,,date,time,,,location
44:00.0,2011-03-11 01:44:00 UTC,-73.99066,40.717173,-73.982622,40.714078,3,,,,11-03-2011,01:44:00,UTC,,"(40.717173,-73.99066)"
44:00.0,2011-03-11 01:44:00 UTC,-73.982675,40.742583,-73.982675,40.742583,3,,,,11-03-2011,01:44:00,UTC,,"(40.742583,-73.982675)"
44:00.0,2011-03-11 01:44:00 UTC,-73.990643,40.719227,-74.008548,40.725887,3,,,,11-03-2011,01:44:00,UTC,,"(40.719227,-73.990643)"
44:00.0,2011-03-11 01:44:00 UTC,-73.78184,40.644808,-73.728917,40.683718,3,,,,11-03-2011,01:44:00,UTC,,"(40.644808,-73.78184)"
44:00.0,2011-03-11 01:44:00 UTC,-73.97818,40.763622,-73.983852,40.765297,3,,,,11-03-2011,01:44:00,UTC,,"(40.763622,-73.97818)"
44:00.0,2011-03-11 01:44:00 UTC,-73.956485,40.771293,-73.984937,40.740408,3,,,,11-03-2011,01:44:00,UTC,,"(40.771293,-73.956485)"
44:00.0,2011-03-11 01:44:00 UTC,-74.00295,40.728002,-73.95312,40.706465,3,,,,11-03-2011,01:44:00,UTC,,"(40.728002,-74.00295)"
44:00.0,2011-03-11 01:44:00 UTC,-74.005715,40.740198,-73.947585,40.814417,3,,,,11-03-2011,01:44:00,UTC,,"(40.740198,-74.005715)"
44:00.0,2011-03-11 01:44:00 UTC,-73.978322,40.759717,-73.971697,40.757233,4,,,,11-03-2011,01:44:00,UTC,,"(40.759717,-73.978322)"
44:00.0,2011-03-11 01:44:00 UTC,-74.001422,40.726097,-73.999908,40.74324,4,,,,11-03-2011,01:44:00,UTC,,"(40.726097,-74.001422)"
44:00.0,2011-03-11 01:44:00 UTC,-73.957203,40.774993,-73.957203,40.774993,5,,,,11-03-2011,01:44:00,UTC,,"(40.774993,-73.957203)"
44:00.0,2011-03-11 01:44:00 UTC,-73.982205,40.751635,-73.971952,40.750775,5,,,,11-03-2011,01:44:00,UTC,,"(40.751635,-73.982205)"
44:00.0,2011-03-11 01:44:00 UTC,-73.982277,40.770193,-73.982932,40.72735,5,,,,11-03-2011,01:44:00,UTC,,"(40.770193,-73.982277)"
44:00.0,2011-03-11 01:44:00 UTC,-74.009238,40.73814,-73.998282,40.735257,5,,,,11-03-2011,01:44:00,UTC,,"(40.73814,-74.009238)"
44:00.0,2011-03-11 01:44:00 UTC,-73.926217,40.679883,-73.937345,40.684527,5,,,,11-03-2011,01:44:00,UTC,,"(40.679883,-73.926217)"
44:00.0,2011-03-11 01:44:00 UTC,-73.983575,40.758808,-73.907758,40.773978,5,,,,11-03-2011,01:44:00,UTC,,"(40.758808,-73.983575)"
44:00.0,2011-03-11 01:44:00 UTC,-73.992085,40.7214,-73.96094,40.716865,5,,,,11-03-2011,01:44:00,UTC,,"(40.7214,-73.992085)"
44:00.0,2011-03-11 01:44:00 UTC,-73.985635,40.742455,-74.003898,40.753283,5,,,,11-03-2011,01:44:00,UTC,,"(40.742455,-73.985635)"
44:00.0,2011-03-11 01:44:00 UTC,-73.801095,40.646448,-73.91252,40.876885,5,,,,11-03-2011,01:44:00,UTC,,"(40.646448,-73.801095)"
44:00.0,2011-03-11 01:44:00 UTC,-73.982512,40.735332,-73.959357,40.763083,5,,,,11-03-2011,01:44:00,UTC,,"(40.735332,-73.982512)"
44:00.0,2011-03-11 01:44:00 UTC,-73.982858,40.738697,-74.005583,40.745655,5,,,,11-03-2011,01:44:00,UTC,,"(40.738697,-73.982858)"
44:00.0,2011-03-11 01:44:00 UTC,-73.97151,40.75497,-73.988957,40.731478,5,,,,11-03-2011,01:44:00,UTC,,"(40.75497,-73.97151)"
44:00.0,2011-03-11 01:44:00 UTC,-73.988385,40.756507,-73.972775,40.764082,5,,,,11-03-2011,01:44:00,UTC,,"(40.756507,-73.988385)"
44:00.0,2011-03-11 01:44:00 UTC,-74.006175,40.741307,-73.978933,40.761713,5,,,,11-03-2011,01:44:00,UTC,,"(40.741307,-74.006175)"
44:00.0,2011-03-11 01:44:00 UTC,-74.005583,40.726258,-73.981475,40.677602,5,,,,11-03-2011,01:44:00,UTC,,"(40.726258,-74.005583)"
44:00.0,2011-03-11 01:44:00 UTC,-73.96665,40.804177,-73.962438,40.773142,5,,,,11-03-2011,01:44:00,UTC,,"(40.804177,-73.96665)"
44:00.0,2011-03-11 01:44:00 UTC,-73.991755,40.748832,-73.983807,40.7754,5,,,,11-03-2011,01:44:00,UTC,,"(40.748832,-73.991755)"
44:00.0,2011-03-11 01:44:00 UTC,-73.98862,40.722297,-73.944685,40.716622,5,,,,11-03-2011,01:44:00,UTC,,"(40.722297,-73.98862)"
44:00.0,2011-03-11 01:44:00 UTC,-73.989937,40.734758,-73.98379,40.738085,5,,,,11-03-2011,01:44:00,UTC,,"(40.734758,-73.989937)"
44:00.0,2011-03-11 01:44:00 UTC,-73.966473,40.76463,-73.850492,40.863917,6,,,,11-03-2011,01:44:00,UTC,,"(40.76463,-73.966473)"
44:18.0,2011-02-08 01:44:18 UTC,-73.98474,40.72184,-73.991547,40.759775,1,,,,08-02-2011,01:44:18,UTC,,"(40.72184,-73.98474)"
44:40.0,2011-05-30 01:44:40 UTC,-74.007296,40.741155,-73.976997,40.755549,1,,,,30-05-2011,01:44:40,UTC,,"(40.741155,-74.007296)"
44:40.0,2011-05-30 01:44:40 UTC,-74.000679,40.729816,-73.987661,40.721632,1,,,,30-05-2011,01:44:40,UTC,,"(40.729816,-74.000679)"
45:01.0,2013-07-18 01:45:01 UTC,-73.97276,40.755422,-73.985886,40.748868,1,,,,18-07-2013,01:45:01,UTC,,"(40.755422,-73.97276)"
45:01.0,2013-07-18 01:45:01 UTC,-73.959772,40.798642,-73.967328,40.788305,1,,,,18-07-2013,01:45:01,UTC,,"(40.798642,-73.959772)"
49:10.0,2012-07-30 01:49:10 UTC,-73.992824,40.747777,-73.986903,40.744502,1,,,,30-07-2012,01:49:10,UTC,,"(40.747777,-73.992824)"
49:10.0,2012-07-30 01:49:10 UTC,-73.96506,40.759146,-73.860579,40.734851,1,,,,30-07-2012,01:49:10,UTC,,"(40.759146,-73.96506)"
49:12.0,2009-05-06 01:49:12 UTC,-73.975768,40.744782,-74.020872,40.638259,1,,,,06-05-2009,01:49:12,UTC,,"(40.744782,-73.975768)"
49:12.0,2009-05-06 01:49:12 UTC,-73.982366,40.763009,-73.986032,40.777722,1,,,,06-05-2009,01:49:12,UTC,,"(40.763009,-73.982366)"
49:12.0,2009-05-06 01:49:12 UTC,-74.001319,40.731022,-73.962472,40.770497,1,,,,06-05-2009,01:49:12,UTC,,"(40.731022,-74.001319)"
49:12.0,2009-05-06 01:49:12 UTC,-73.991688,40.715031,-73.976561,40.728767,1,,,,06-05-2009,01:49:12,UTC,,"(40.715031,-73.991688)"
49:12.0,2009-05-06 01:49:12 UTC,-73.964514,40.760559,-73.890852,40.746797,2,,,,06-05-2009,01:49:12,UTC,,"(40.760559,-73.964514)"
49:12.0,2009-05-06 01:49:12 UTC,-73.988618,40.7274,-73.987187,40.73899,2,,,,06-05-2009,01:49:12,UTC,,"(40.7274,-73.988618)"
50:11.0,2011-06-22 01:50:11 UTC,-74.001817,40.73574,-73.959075,40.672796,1,,,,22-06-2011,01:50:11,UTC,,"(40.73574,-74.001817)"
50:40.0,2014-06-04 01:50:40 UTC,-73.995848,40.733351,-73.959517,40.730814,1,,,,04-06-2014,01:50:40,UTC,,"(40.733351,-73.995848)"
51:49.0,2015-05-15 01:51:49 UTC,-73.91418457,40.68730164,-73.91449738,40.68746185,1,,,,15-05-2015,01:51:49,UTC,,"(40.68730164,-73.91418457)"
51:49.0,2015-05-15 01:51:49 UTC,-73.97682953,40.76490021,-73.95729065,40.80168152,1,,,,15-05-2015,01:51:49,UTC,,"(40.76490021,-73.97682953)"
51:49.0,2015-05-15 01:51:49 UTC,-73.9739151,40.76080704,-73.99752808,40.76108932,1,,,,15-05-2015,01:51:49,UTC,,"(40.76080704,-73.9739151)"
51:49.0,2015-05-15 01:51:49 UTC,-73.97218323,40.79854584,-73.9677887,40.80182648,1,,,,15-05-2015,01:51:49,UTC,,"(40.79854584,-73.97218323)"
51:49.0,2015-05-15 01:51:49 UTC,-73.9883194,40.75716019,-73.98065186,40.76509094,2,,,,15-05-2015,01:51:49,UTC,,"(40.75716019,-73.9883194)"
52:27.0,2014-04-05 01:52:27 UTC,-74.002055,40.748594,-74.007478,40.74102,1,,,,05-04-2014,01:52:27,UTC,,"(40.748594,-74.002055)"
52:27.0,2014-04-05 01:52:27 UTC,-73.987005,40.729426,-73.892787,40.746629,1,,,,05-04-2014,01:52:27,UTC,,"(40.729426,-73.987005)"
52:27.0,2014-04-05 01:52:27 UTC,-73.984972,40.766462,-73.896506,40.771932,2,,,,05-04-2014,01:52:27,UTC,,"(40.766462,-73.984972)"
52:27.0,2014-04-05 01:52:27 UTC,-73.978343,40.724816,-73.98474,40.747836,3,,,,05-04-2014,01:52:27,UTC,,"(40.724816,-73.978343)"
52:27.0,2014-04-05 01:52:27 UTC,-73.989069,40.726548,-73.954828,40.777874,3,,,,05-04-2014,01:52:27,UTC,,"(40.726548,-73.989069)"
54:20.0,2013-09-13 01:54:20 UTC,-74.00144,40.731006,-73.99085,40.744644,1,,,,13-09-2013,01:54:20,UTC,,"(40.731006,-74.00144)"
55:42.0,2012-03-20 01:55:42 UTC,-74.006039,40.735316,-73.920125,40.757543,1,,,,20-03-2012,01:55:42,UTC,,"(40.735316,-74.006039)"
56:37.0,2013-07-25 01:56:37 UTC,-73.990858,40.748849,-73.969061,40.798276,1,,,,25-07-2013,01:56:37,UTC,,"(40.748849,-73.990858)"
56:37.0,2013-07-25 01:56:37 UTC,-73.978006,40.763175,-73.939303,40.763931,1,,,,25-07-2013,01:56:37,UTC,,"(40.763175,-73.978006)"
56:57.0,2010-01-13 01:56:57 UTC,-73.976667,40.755791,-73.984779,40.764304,1,,,,13-01-2010,01:56:57,UTC,,"(40.755791,-73.976667)"
57:26.0,2014-10-14 01:57:26 UTC,-74.005943,40.740042,-74.006005,40.74515,1,,,,14-10-2014,01:57:26,UTC,,"(40.740042,-74.005943)"
57:26.0,2014-12-20 01:57:26 UTC,-73.990901,40.714599,-73.995937,40.697156,1,,,,20-12-2014,01:57:26,UTC,,"(40.714599,-73.990901)"
57:26.0,2014-12-20 01:57:26 UTC,-74.00264,40.739887,-74.00676,40.749087,1,,,,20-12-2014,01:57:26,UTC,,"(40.739887,-74.00264)"
57:26.0,2014-12-20 01:57:26 UTC,-73.9588,40.768052,-73.990914,40.760923,1,,,,20-12-2014,01:57:26,UTC,,"(40.768052,-73.9588)"
57:26.0,2014-12-20 01:57:26 UTC,-73.997656,40.763843,-73.984524,40.769869,1,,,,20-12-2014,01:57:26,UTC,,"(40.763843,-73.997656)"
59:25.0,2013-06-22 01:59:25 UTC,-74.002386,40.734423,-73.991116,40.720918,1,,,,22-06-2013,01:59:25,UTC,,"(40.734423,-74.002386)"
59:25.0,2013-06-22 01:59:25 UTC,-74.002643,40.733963,-73.968185,40.756893,2,,,,22-06-2013,01:59:25,UTC,,"(40.733963,-74.002643)"
